,0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22
0,1,2,3,0,0,7,2,0,1,0,0,3,3,7,7,0,2,1,5,0,3,4
1,0,2,3,9,0,0,2,0,0,0,0,3,3,7,7,0,2,1,5,1,2,0
2,0,0,3,8,0,1,2,0,0,1,0,3,3,7,7,0,2,1,5,1,2,2
3,1,2,2,8,0,7,2,0,1,1,0,3,3,7,7,0,2,1,5,0,3,4
4,0,2,3,3,1,6,2,1,0,0,1,3,3,7,7,0,2,1,1,1,0,0
5,0,2,2,9,0,0,2,0,0,1,0,3,3,7,7,0,2,1,5,0,2,0
6,0,0,3,8,0,0,2,0,0,4,0,3,3,7,7,0,2,1,5,0,2,2
7,0,0,2,8,0,1,2,0,0,1,0,3,3,7,7,0,2,1,5,1,3,2
8,1,2,2,8,0,7,2,0,1,7,0,3,3,7,7,0,2,1,5,0,4,0
9,0,0,3,9,0,0,2,0,0,4,0,3,3,7,7,0,2,1,5,0,3,2
10,0,2,2,9,0,1,2,0,0,4,0,3,3,7,7,0,2,1,5,1,2,0
11,0,2,2,9,0,0,2,0,0,1,0,3,3,7,7,0,2,1,5,0,3,2
12,0,0,3,9,0,0,2,0,0,10,0,3,3,7,7,0,2,1,5,1,3,0
13,1,2,2,8,0,7,2,0,1,0,0,3,3,7,7,0,2,1,5,1,4,4
14,0,2,0,0,1,6,2,1,0,1,1,3,0,7,7,0,2,1,1,0,0,0
15,0,5,0,3,1,6,2,0,1,0,0,3,3,7,7,0,2,1,5,1,5,4
16,0,3,0,8,1,6,2,1,0,0,1,3,3,7,7,0,2,1,1,1,0,0
17,1,2,3,0,0,7,2,0,1,1,0,3,3,7,7,0,2,1,5,0,3,0
18,1,2,2,8,0,7,2,0,1,1,0,3,3,7,7,0,2,1,5,1,3,4
19,1,2,3,0,0,7,2,0,1,0,0,3,3,7,7,0,2,1,5,1,3,4
20,0,0,3,9,0,0,2,0,0,0,0,3,3,7,7,0,2,1,5,1,3,2
21,1,2,2,0,0,7,2,0,1,1,0,3,3,7,7,0,2,1,5,1,4,0
22,0,0,2,9,0,1,2,0,0,0,0,3,3,7,7,0,2,1,5,1,3,2
23,0,0,2,8,0,0,2,0,0,10,0,3,3,7,7,0,2,1,5,1,2,2
24,0,0,3,8,0,1,2,0,0,4,0,3,3,7,7,0,2,1,5,0,3,2
25,1,3,3,8,0,7,2,0,1,1,0,3,3,7,7,0,2,1,5,1,4,0
26,0,2,2,9,0,0,2,0,0,1,0,3,3,7,7,0,2,1,5,1,2,2
27,0,2,2,8,0,1,2,0,0,10,0,3,3,7,7,0,2,1,5,1,2,2
28,0,3,0,0,1,6,2,0,1,0,0,3,3,7,7,0,2,1,5,0,5,4
29,0,2,3,9,0,0,2,1,1,1,1,3,3,7,7,0,2,1,5,1,4,6
30,0,0,3,9,0,1,2,0,0,4,0,3,3,7,7,0,2,1,5,1,2,2
31,1,2,2,8,0,7,2,0,1,0,0,3,3,7,7,0,2,1,5,1,3,4
32,0,2,2,9,0,1,2,0,0,1,0,3,3,7,7,0,2,1,5,1,2,2
33,0,2,2,0,0,1,2,0,0,7,0,3,1,7,7,0,2,1,5,1,5,3
34,0,0,2,9,0,1,2,0,0,1,0,3,3,7,7,0,2,1,5,1,3,2
35,0,2,0,9,0,1,2,1,1,10,1,3,3,7,7,0,2,1,5,1,4,6
36,0,5,0,3,1,6,2,0,1,0,0,3,3,7,7,0,2,1,5,0,4,4
37,1,2,2,0,0,7,2,0,1,10,0,3,3,7,7,0,2,1,5,1,3,4
38,0,2,0,9,0,0,2,1,1,7,1,3,3,7,7,0,2,1,5,1,4,6
39,0,0,3,9,0,1,2,0,0,0,0,3,3,7,7,0,2,1,5,0,3,2
40,0,0,2,9,0,0,2,0,0,1,0,3,3,7,7,0,2,1,5,1,3,0
41,0,2,2,9,0,1,2,0,0,1,0,3,1,7,7,0,2,1,5,0,5,3
42,0,2,0,0,1,6,2,0,1,4,0,3,3,7,7,0,2,1,5,0,5,4
43,1,2,2,8,0,7,2,0,1,7,0,3,3,7,7,0,2,1,5,1,4,0
44,0,2,3,9,0,0,2,0,0,10,0,3,3,7,7,0,2,1,5,0,2,2
45,0,2,2,8,0,0,2,0,0,1,0,3,3,7,7,0,2,1,5,1,2,0
46,0,2,2,9,0,1,2,0,0,0,0,3,3,7,7,0,2,1,5,0,3,2
47,0,2,3,8,0,1,2,0,0,10,0,3,3,7,7,0,2,1,5,1,2,2
48,0,2,2,9,0,1,2,0,0,1,0,3,1,7,7,0,2,1,5,1,3,3
49,0,3,2,9,0,1,2,0,0,10,0,3,1,7,7,0,2,1,5,0,3,3
50,0,2,2,0,0,0,2,0,0,10,0,3,1,7,7,0,2,1,5,0,3,0
51,0,2,3,8,0,1,2,0,0,0,0,3,3,7,7,0,2,1,5,0,3,0
52,0,0,3,8,0,1,2,0,0,0,0,3,3,7,7,0,2,1,5,1,2,2
53,1,2,2,0,0,7,2,0,1,0,0,3,3,7,7,0,2,1,5,1,4,4
54,1,2,3,8,0,7,2,0,1,0,0,3,3,7,7,0,2,1,5,0,4,4
55,0,0,2,9,0,0,2,0,0,10,0,3,3,7,7,0,2,1,5,0,3,2
56,0,3,0,3,1,6,2,1,0,1,1,3,3,7,7,0,2,1,1,1,0,0
57,0,0,3,8,0,0,2,0,0,10,0,3,3,7,7,0,2,1,5,1,2,0
58,0,2,3,9,0,1,2,0,0,0,0,3,3,7,7,0,2,1,5,0,2,0
59,0,2,2,0,0,0,2,0,0,7,0,3,1,7,7,0,2,1,5,0,5,3
60,0,5,0,3,1,6,2,0,1,0,0,3,3,7,7,0,2,1,5,1,4,4
61,0,0,2,9,0,0,2,0,0,0,0,3,3,7,7,0,2,1,5,1,3,2
62,0,0,3,9,0,1,2,0,0,4,0,3,3,7,7,0,2,1,5,1,3,2
63,0,0,2,9,0,1,2,0,0,4,0,3,3,7,7,0,2,1,5,1,2,2
64,0,0,2,8,0,1,2,0,0,1,0,3,3,7,7,0,2,1,5,1,3,0
65,0,3,3,0,1,6,2,1,0,0,1,3,3,7,7,0,2,1,1,0,0,0
66,0,2,3,8,0,1,2,0,0,1,0,3,3,7,7,0,2,1,5,0,3,0
67,0,3,2,9,0,0,2,0,0,10,0,3,1,7,7,0,2,1,5,1,3,0
68,0,2,2,9,0,0,2,0,0,10,0,3,3,7,7,0,2,1,5,0,2,0
69,0,2,0,3,1,6,2,0,1,7,0,3,3,7,7,0,2,1,5,1,4,4
70,0,3,0,9,0,1,2,1,1,7,1,3,3,7,7,0,2,1,5,1,4,6
71,0,0,2,8,0,1,2,0,0,4,0,3,3,7,7,0,2,1,5,1,3,2
72,0,3,0,9,0,1,2,1,1,10,1,3,3,7,7,0,2,1,5,1,4,6
73,0,2,2,0,0,0,2,0,0,7,0,3,1,7,7,0,2,1,5,0,3,3
74,0,0,3,9,0,0,2,0,0,0,0,3,3,7,7,0,2,1,5,0,3,0
75,0,3,3,9,0,1,2,1,1,7,1,3,3,7,7,0,2,1,5,1,4,6
76,0,2,3,8,0,1,2,1,1,1,1,3,3,7,7,0,2,1,5,6,4,6
77,0,3,2,0,0,1,2,0,0,7,0,3,1,7,7,0,2,1,5,1,5,3
78,1,2,2,0,0,7,2,0,1,10,0,3,3,7,7,0,2,1,5,1,4,4
79,0,3,2,0,0,0,2,0,0,1,0,3,1,7,7,0,2,1,5,1,5,0
80,0,2,3,0,1,6,2,1,0,0,1,0,3,7,7,0,2,1,1,1,3,0
81,1,2,2,8,0,7,2,0,1,10,0,3,3,7,7,0,2,1,5,0,3,0
